,airport1,start_lat,start_lon,airport2,end_lat,end_lon,airline
253,Charlotte Douglas Intl,-80.943139,35.214,Charles De Gaulle,2.55,49.012778999999995,American Airlines
254,Charlotte Douglas Intl,-80.943139,35.214,Lovell Fld,-85.203808,35.035278000000005,American Airlines
255,Charlotte Douglas Intl,-80.943139,35.214,Charlottesville-Albemarle,-78.452861,38.138639000000005,American Airlines
256,Charlotte Douglas Intl,-80.943139,35.214,Charleston Afb Intl,-80.04052800000001,32.898647,American Airlines
257,Charlotte Douglas Intl,-80.943139,35.214,Cleveland Hopkins Intl,-81.84979399999999,41.411689,American Airlines
258,Charlotte Douglas Intl,-80.943139,35.214,Port Columbus Intl,-82.891889,39.997972,American Airlines
259,Charlotte Douglas Intl,-80.943139,35.214,Yeager,-81.593189,38.373146999999996,American Airlines
260,Charlotte Douglas Intl,-80.943139,35.214,Cancun Intl,-86.877083,21.036528,American Airlines
261,Charlotte Douglas Intl,-80.943139,35.214,Cincinnati Northern Kentucky Intl,-84.667822,39.048836,American Airlines
262,Charlotte Douglas Intl,-80.943139,35.214,Cozumel Intl,-86.92564399999999,20.522403,American Airlines
263,Charlotte Douglas Intl,-80.943139,35.214,Daytona Beach Intl,-81.05805600000001,29.179917,American Airlines
264,Charlotte Douglas Intl,-80.943139,35.214,James M Cox Dayton Intl,-84.219375,39.902375,American Airlines
265,Charlotte Douglas Intl,-80.943139,35.214,Ronald Reagan Washington Natl,-77.037722,38.852083,American Airlines
266,Charlotte Douglas Intl,-80.943139,35.214,Denver Intl,-104.67317800000001,39.861655999999996,American Airlines
267,Charlotte Douglas Intl,-80.943139,35.214,Dallas Fort Worth Intl,-97.037997,32.896828,American Airlines
268,Charlotte Douglas Intl,-80.943139,35.214,Des Moines Intl,-93.663083,41.533972,American Airlines
269,Charlotte Douglas Intl,-80.943139,35.214,Detroit Metro Wayne Co,-83.353389,42.212444,American Airlines
270,Charlotte Douglas Intl,-80.943139,35.214,Dublin,-6.270075,53.421333,American Airlines
271,Charlotte Douglas Intl,-80.943139,35.214,Craven Co Rgnl,-77.04294399999999,35.072972,American Airlines
272,Charlotte Douglas Intl,-80.943139,35.214,Newark Liberty Intl,-74.168667,40.6925,American Airlines
273,Charlotte Douglas Intl,-80.943139,35.214,Fayetteville Regional Grannis Field,-78.8803,34.9912,American Airlines
274,Charlotte Douglas Intl,-80.943139,35.214,Fiumicino,12.250797,41.804475,American Airlines
275,Charlotte Douglas Intl,-80.943139,35.214,Fort Lauderdale Hollywood Intl,-80.15275,26.072582999999998,American Airlines
276,Charlotte Douglas Intl,-80.943139,35.214,Florence Rgnl,-79.723889,34.185361,American Airlines
277,Charlotte Douglas Intl,-80.943139,35.214,Grand Bahama Intl,-78.695553,26.558685999999998,American Airlines
278,Charlotte Douglas Intl,-80.943139,35.214,Frankfurt Main,8.543125,50.026421,American Airlines
279,Charlotte Douglas Intl,-80.943139,35.214,Owen Roberts Intl,-81.35775,19.292778,American Airlines
280,Charlotte Douglas Intl,-80.943139,35.214,Gainesville Rgnl,-82.271778,29.690056,American Airlines
281,Charlotte Douglas Intl,-80.943139,35.214,Gulfport-Biloxi,-89.070111,30.407278,American Airlines
282,Charlotte Douglas Intl,-80.943139,35.214,Guarulhos Gov Andre Franco Montouro,-46.469511,-23.432075,American Airlines
283,Charlotte Douglas Intl,-80.943139,35.214,Piedmont Triad,-79.937306,36.09775,American Airlines
284,Charlotte Douglas Intl,-80.943139,35.214,Greenville-Spartanburg International,-82.218889,34.895556,American Airlines
285,Charlotte Douglas Intl,-80.943139,35.214,Hilton Head,-80.752,32.216,American Airlines
286,Charlotte Douglas Intl,-80.943139,35.214,Westchester Co,-73.707575,41.066959000000004,American Airlines
287,Charlotte Douglas Intl,-80.943139,35.214,Huntsville International Airport-Carl T Jones Field,-86.7750556,34.6371944,American Airlines
288,Charlotte Douglas Intl,-80.943139,35.214,Tri State Milton J Ferguson Field,-82.55799999999999,38.3667,American Airlines
289,Charlotte Douglas Intl,-80.943139,35.214,Washington Dulles Intl,-77.455811,38.944533,American Airlines
290,Charlotte Douglas Intl,-80.943139,35.214,George Bush Intercontinental,-95.341442,29.984433000000003,American Airlines
291,Charlotte Douglas Intl,-80.943139,35.214,Wilmington Intl,-77.902569,34.270615,American Airlines
292,Charlotte Douglas Intl,-80.943139,35.214,Indianapolis Intl,-86.294383,39.717331,American Airlines
293,Charlotte Douglas Intl,-80.943139,35.214,Jackson Evers Intl,-90.075889,32.311167,American Airlines
294,Charlotte Douglas Intl,-80.943139,35.214,Jacksonville Intl,-81.687861,30.494056,American Airlines
295,Charlotte Douglas Intl,-80.943139,35.214,John F Kennedy Intl,-73.778925,40.639751000000004,American Airlines
296,Charlotte Douglas Intl,-80.943139,35.214,Mc Carran Intl,-115.15225,36.080056,American Airlines
297,Charlotte Douglas Intl,-80.943139,35.214,Los Angeles Intl,-118.408075,33.942536,American Airlines
298,Charlotte Douglas Intl,-80.943139,35.214,Blue Grass,-84.605889,38.0365,American Airlines
299,Charlotte Douglas Intl,-80.943139,35.214,La Guardia,-73.872608,40.777245,American Airlines
300,Charlotte Douglas Intl,-80.943139,35.214,Heathrow,-0.46138900000000005,51.4775,American Airlines
301,Charlotte Douglas Intl,-80.943139,35.214,Daniel Oduber Quiros Intl,-85.54440799999999,10.593289,American Airlines
302,Charlotte Douglas Intl,-80.943139,35.214,Adams Fld,-92.224306,34.729444,American Airlines
303,Charlotte Douglas Intl,-80.943139,35.214,Lynchburg Regional Preston Glenn Field,-79.2004,37.3267,American Airlines
304,Charlotte Douglas Intl,-80.943139,35.214,Sangster Intl,-77.913358,18.503717,American Airlines
305,Charlotte Douglas Intl,-80.943139,35.214,Kansas City Intl,-94.71390500000001,39.297606,American Airlines
306,Charlotte Douglas Intl,-80.943139,35.214,Orlando Intl,-81.308994,28.429394,American Airlines
307,Charlotte Douglas Intl,-80.943139,35.214,Harrisburg Intl,-76.763403,40.193494,American Airlines
308,Charlotte Douglas Intl,-80.943139,35.214,Memphis Intl,-89.976667,35.042417,American Airlines
309,Charlotte Douglas Intl,-80.943139,35.214,Licenciado Benito Juarez Intl,-99.072097,19.436303,American Airlines
310,Charlotte Douglas Intl,-80.943139,35.214,Montgomery Regional Airport ,-86.39397220000001,32.300638899999996,American Airlines
311,Charlotte Douglas Intl,-80.943139,35.214,Manchester Regional Airport,-71.43566700000001,42.932556,American Airlines
312,Charlotte Douglas Intl,-80.943139,35.214,Miami Intl,-80.29055600000001,25.79325,American Airlines
313,Charlotte Douglas Intl,-80.943139,35.214,General Mitchell Intl,-87.89658299999999,42.947222,American Airlines
314,Charlotte Douglas Intl,-80.943139,35.214,Melbourne Intl,-80.645258,28.102753000000003,American Airlines
315,Charlotte Douglas Intl,-80.943139,35.214,Mobile Rgnl,-88.242814,30.691231,American Airlines
316,Charlotte Douglas Intl,-80.943139,35.214,Minneapolis St Paul Intl,-93.221767,44.881956,American Airlines
317,Charlotte Douglas Intl,-80.943139,35.214,Louis Armstrong New Orleans Intl,-90.258028,29.993389,American Airlines
318,Charlotte Douglas Intl,-80.943139,35.214,Myrtle Beach Intl,-78.928333,33.67975,American Airlines
319,Charlotte Douglas Intl,-80.943139,35.214,Lynden Pindling Intl,-77.46623100000001,25.038957999999997,American Airlines
320,Charlotte Douglas Intl,-80.943139,35.214,Albert J Ellis,-77.612139,34.829164,American Airlines
321,Charlotte Douglas Intl,-80.943139,35.214,Eppley Afld,-95.89406899999999,41.303166999999995,American Airlines
322,Charlotte Douglas Intl,-80.943139,35.214,Chicago Ohare Intl,-87.904842,41.978603,American Airlines
323,Charlotte Douglas Intl,-80.943139,35.214,Norfolk Intl,-76.201222,36.894611,American Airlines
324,Charlotte Douglas Intl,-80.943139,35.214,Palm Beach Intl,-80.095589,26.683161,American Airlines
325,Charlotte Douglas Intl,-80.943139,35.214,Portland Intl,-122.5975,45.588722,American Airlines
326,Charlotte Douglas Intl,-80.943139,35.214,Pitt-Greenville Airport,-77.385278,35.635278,American Airlines
327,Charlotte Douglas Intl,-80.943139,35.214,Newport News Williamsburg Intl,-76.492989,37.131894,American Airlines
328,Charlotte Douglas Intl,-80.943139,35.214,Philadelphia Intl,-75.241139,39.871944,American Airlines
329,Charlotte Douglas Intl,-80.943139,35.214,Phoenix Sky Harbor Intl,-112.011583,33.434278000000006,American Airlines
330,Charlotte Douglas Intl,-80.943139,35.214,Pittsburgh Intl,-80.232872,40.491467,American Airlines
331,Charlotte Douglas Intl,-80.943139,35.214,Providenciales,-72.265886,21.773625,American Airlines
332,Charlotte Douglas Intl,-80.943139,35.214,Pensacola Rgnl,-87.186611,30.473425,American Airlines
333,Charlotte Douglas Intl,-80.943139,35.214,Punta Cana Intl,-68.363431,18.567367,American Airlines
334,Charlotte Douglas Intl,-80.943139,35.214,Theodore Francis Green State,-71.420383,41.732581,American Airlines
335,Charlotte Douglas Intl,-80.943139,35.214,Portland Intl Jetport,-70.309281,43.646161,American Airlines
336,Charlotte Douglas Intl,-80.943139,35.214,Raleigh Durham Intl,-78.787472,35.877639,American Airlines
337,Charlotte Douglas Intl,-80.943139,35.214,Richmond Intl,-77.31966700000001,37.505167,American Airlines
338,Charlotte Douglas Intl,-80.943139,35.214,Roanoke Regional,-79.97541700000001,37.325472,American Airlines
339,Charlotte Douglas Intl,-80.943139,35.214,Greater Rochester Intl,-77.672389,43.118866,American Airlines
340,Charlotte Douglas Intl,-80.943139,35.214,Southwest Florida Intl,-81.755167,26.536167,American Airlines
341,Charlotte Douglas Intl,-80.943139,35.214,San Diego Intl,-117.18966699999999,32.733556,American Airlines
342,Charlotte Douglas Intl,-80.943139,35.214,San Antonio Intl,-98.469778,29.533694,American Airlines
343,Charlotte Douglas Intl,-80.943139,35.214,Savannah Hilton Head Intl,-81.202139,32.127583,American Airlines
344,Charlotte Douglas Intl,-80.943139,35.214,Salisbury Ocean City Wicomico Rgnl,-75.510289,38.340525,American Airlines
345,Charlotte Douglas Intl,-80.943139,35.214,Louisville International Airport,-85.7364989,38.17408579999999,American Airlines
346,Charlotte Douglas Intl,-80.943139,35.214,Seattle Tacoma Intl,-122.309306,47.449,American Airlines
347,Charlotte Douglas Intl,-80.943139,35.214,San Francisco Intl,-122.374889,37.618972,American Airlines
348,Charlotte Douglas Intl,-80.943139,35.214,Los Cabos Intl,-109.72104399999999,23.15185,American Airlines
349,Charlotte Douglas Intl,-80.943139,35.214,Juan Santamaria Intl,-84.20880600000001,9.993861,American Airlines
350,Charlotte Douglas Intl,-80.943139,35.214,Luis Munoz Marin Intl,-66.00183299999999,18.439417000000002,American Airlines
351,Charlotte Douglas Intl,-80.943139,35.214,Salt Lake City Intl,-111.977772,40.788389,American Airlines
352,Charlotte Douglas Intl,-80.943139,35.214,Sacramento Intl,-121.590778,38.695417,American Airlines
353,Charlotte Douglas Intl,-80.943139,35.214,Sarasota Bradenton Intl,-82.554389,27.395444,American Airlines
354,Charlotte Douglas Intl,-80.943139,35.214,Lambert St Louis Intl,-90.370028,38.748697,American Airlines
355,Charlotte Douglas Intl,-80.943139,35.214,Cyril E King,-64.973361,18.337305999999998,American Airlines
356,Charlotte Douglas Intl,-80.943139,35.214,Princess Juliana Intl,-63.1089,18.040953,American Airlines
357,Charlotte Douglas Intl,-80.943139,35.214,Syracuse Hancock Intl,-76.106311,43.111187,American Airlines
358,Charlotte Douglas Intl,-80.943139,35.214,Tallahassee Rgnl,-84.35033299999999,30.396528000000004,American Airlines
359,Charlotte Douglas Intl,-80.943139,35.214,Tampa Intl,-82.53325,27.975471999999996,American Airlines
360,Charlotte Douglas Intl,-80.943139,35.214,Tri-Cities Regional Airport,-82.4074167,36.4752222,American Airlines
361,Charlotte Douglas Intl,-80.943139,35.214,Mc Ghee Tyson,-83.994028,35.810972,American Airlines
362,Charlotte Douglas Intl,-80.943139,35.214,Hewanorra Intl,-60.952597,13.733194000000001,American Airlines
363,Charlotte Douglas Intl,-80.943139,35.214,Eglin Afb,-86.5254,30.48325,American Airlines
364,Charlotte Douglas Intl,-80.943139,35.214,NW Arkansas Regional,-94.30681109999999,36.2818694,American Airlines
365,Charlotte Douglas Intl,-80.943139,35.214,Ottawa Macdonald Cartier Intl,-75.669167,45.3225,American Airlines
366,Charlotte Douglas Intl,-80.943139,35.214,Pierre Elliott Trudeau Intl,-73.740833,45.470556,American Airlines
367,Charlotte Douglas Intl,-80.943139,35.214,Lester B Pearson Intl,-79.630556,43.677223,American Airlines
368,Bandaranaike Intl Colombo,79.884117,7.180756,Abu Dhabi Intl,54.651138,24.432972,American Airlines
369,Port Columbus Intl,-82.891889,39.997972,Charlotte Douglas Intl,-80.943139,35.214,American Airlines
370,Port Columbus Intl,-82.891889,39.997972,Ronald Reagan Washington Natl,-77.037722,38.852083,American Airlines
371,Port Columbus Intl,-82.891889,39.997972,Dallas Fort Worth Intl,-97.037997,32.896828,American Airlines
372,Port Columbus Intl,-82.891889,39.997972,John F Kennedy Intl,-73.778925,40.639751000000004,American Airlines
373,Port Columbus Intl,-82.891889,39.997972,Los Angeles Intl,-118.408075,33.942536,American Airlines
374,Port Columbus Intl,-82.891889,39.997972,La Guardia,-73.872608,40.777245,American Airlines
375,Port Columbus Intl,-82.891889,39.997972,Miami Intl,-80.29055600000001,25.79325,American Airlines
376,Port Columbus Intl,-82.891889,39.997972,Chicago Ohare Intl,-87.904842,41.978603,American Airlines
377,Port Columbus Intl,-82.891889,39.997972,Philadelphia Intl,-75.241139,39.871944,American Airlines
378,Port Columbus Intl,-82.891889,39.997972,Phoenix Sky Harbor Intl,-112.011583,33.434278000000006,American Airlines
379,Champaign,-88.278056,40.03925,Dallas Fort Worth Intl,-97.037997,32.896828,American Airlines
380,Champaign,-88.278056,40.03925,Chicago Ohare Intl,-87.904842,41.978603,American Airlines
381,Tancredo Neves Intl,-43.968856,-19.63375,Miami Intl,-80.29055600000001,25.79325,American Airlines
382,Cairns Intl,145.755278,-16.885832999999998,Brisbane Intl,153.1175,-27.384166999999998,American Airlines
383,City Of Colorado Springs Muni,-104.700778,38.805805,Dallas Fort Worth Intl,-97.037997,32.896828,American Airlines
384,Columbia Rgnl,-92.219631,38.818094,Dallas Fort Worth Intl,-97.037997,32.896828,American Airlines
385,Columbia Rgnl,-92.219631,38.818094,Chicago Ohare Intl,-87.904842,41.978603,American Airlines
386,Kastrup,12.655972,55.617917000000006,Heathrow,-0.46138900000000005,51.4775,American Airlines
387,Cape Town Intl,18.601667000000003,-33.964806,Heathrow,-0.46138900000000005,51.4775,American Airlines
388,Corpus Christi Intl,-97.501222,27.770360999999998,Dallas Fort Worth Intl,-97.037997,32.896828,American Airlines
389,New Chitose,141.692283,42.7752,Narita Intl,140.38638899999998,35.764722,American Airlines
390,Cancun Intl,-86.877083,21.036528,General Edward Lawrence Logan Intl,-71.00518100000001,42.364346999999995,American Airlines
391,Cancun Intl,-86.877083,21.036528,Charlotte Douglas Intl,-80.943139,35.214,American Airlines
392,Cancun Intl,-86.877083,21.036528,Dallas Fort Worth Intl,-97.037997,32.896828,American Airlines
393,Cancun Intl,-86.877083,21.036528,John F Kennedy Intl,-73.778925,40.639751000000004,American Airlines
394,Cancun Intl,-86.877083,21.036528,Miami Intl,-80.29055600000001,25.79325,American Airlines
395,Cancun Intl,-86.877083,21.036528,Chicago Ohare Intl,-87.904842,41.978603,American Airlines
396,Cancun Intl,-86.877083,21.036528,Philadelphia Intl,-75.241139,39.871944,American Airlines
397,Cancun Intl,-86.877083,21.036528,Phoenix Sky Harbor Intl,-112.011583,33.434278000000006,American Airlines
398,Hato,-68.95980300000001,12.188853,Miami Intl,-80.29055600000001,25.79325,American Airlines
399,General R Fierro Villalobos Intl,-105.96456699999999,28.702875,Dallas Fort Worth Intl,-97.037997,32.896828,American Airlines
400,Cincinnati Northern Kentucky Intl,-84.667822,39.048836,Charlotte Douglas Intl,-80.943139,35.214,American Airlines
401,Cincinnati Northern Kentucky Intl,-84.667822,39.048836,Ronald Reagan Washington Natl,-77.037722,38.852083,American Airlines
402,Cincinnati Northern Kentucky Intl,-84.667822,39.048836,Dallas Fort Worth Intl,-97.037997,32.896828,American Airlines
403,Cincinnati Northern Kentucky Intl,-84.667822,39.048836,John F Kennedy Intl,-73.778925,40.639751000000004,American Airlines
404,Cincinnati Northern Kentucky Intl,-84.667822,39.048836,Miami Intl,-80.29055600000001,25.79325,American Airlines
405,Cincinnati Northern Kentucky Intl,-84.667822,39.048836,Chicago Ohare Intl,-87.904842,41.978603,American Airlines
406,Cincinnati Northern Kentucky Intl,-84.667822,39.048836,Philadelphia Intl,-75.241139,39.871944,American Airlines
407,Central Wisconsin,-89.646635,44.772726,Chicago Ohare Intl,-87.904842,41.978603,American Airlines
408,Afonso Pena,-49.175775,-25.528475,Salgado Filho,-51.171428000000006,-29.994428000000003,American Airlines
409,Cozumel Intl,-86.92564399999999,20.522403,Charlotte Douglas Intl,-80.943139,35.214,American Airlines
410,Cozumel Intl,-86.92564399999999,20.522403,Dallas Fort Worth Intl,-97.037997,32.896828,American Airlines
411,Cozumel Intl,-86.92564399999999,20.522403,Miami Intl,-80.29055600000001,25.79325,American Airlines
412,Daytona Beach Intl,-81.05805600000001,29.179917,Charlotte Douglas Intl,-80.943139,35.214,American Airlines
